modelo,accuracy,precision,recall,f1,roc_auc
random_forest,0.9219693450998606,0.9590443686006825,0.9590443686006825,0.9590443686006825,0.6639850479440923
xgboost,0.8095680445889457,0.9643463497453311,0.8308142369575817,0.892613933996857,0.6637508245619067
logistic_regression,0.6679052484904784,0.9651810584958217,0.6757679180887372,0.7949526813880127,0.6623168038546476
